Shark,Direction_of_Swim,Depth,Raw_w_another_shark,Raw_Position_other_shark,Raw_Depth_other_shark,Second_other_Shark,Second_Shark_Position,Second_Shark_Depth,Third_Other_Shark,Third_Shark_Position,Third_Shark_Depth
TR,CW,D,AL,B,,,,,,,
TR,CW,D,AL,B,,,,,,,
TR,CC,B,TA,A,,,,,,,
TA,CC,D,TR,A,,,,,,,
AL,CW,B,YU,B,,,,,,,
TR,CW,B,AL,N,,,,,,,
TA,CW,D,TR,B,,,,,,,
TA,CW,B,TR,B,,,,,,,
AL,CW,B,TA,X,,,,,,,
AL,CW,S,TR,X,,,,,,,
AL,CC,S,TA,B,,,,,,,
TR,CC,S,TA,B,,,,,,,
TA,CC,S,TR,A,,,,,,,
AL,CW,B,TR,X,,,,,,,
TA,CW,S,AL,X,,,,,,,
TR,CC,S,AL,B,,,,,,,
AL,CC,S,TR,A,,,,,,,
TA,CC,B,TR,X,,AL,X,,,,
AL,CW,S,TA,X,,,,,,,
TR,CW,B,AL,B,,,,,,,
TA,CW,S,AL,X,,,,,,,
AL,CW,S,TA,B,,,,,,,
AL,CW,S,TA,X,,,,,,,
TR,CW,B,AL,A,,,,,,,
TA,CC,B,TR,B,,,,,,,
TA,CW,S,TR,X,,,,,,,
YU,CW,B,TR,X,,,,,,,
TR,CW,B,AL,X,,,,,,,
AL,CW,D,TR,L,,,,,,,
AL,CW,S,TA,X,,,,,,,
TA,CC,B,YU,X,,,,,,,
AL,CW,S,TR,B,,YU,A,,,,
TR,CW,VD,TR,B,,,,,,,
AL,CW,B,TA,B,,,,,,,
TA,CW,B,AL,,,,,,,,
AL,CW,B,TR,B,,,,,,,
AL,CC,B,TA,B,,,,,,,
AL,CW,B,TA,X,,,,,,,
AL,CW,B,TR,B,,,,,,,
TA,CC,D,AL,X,,,,,,,
AL,CW,B,TR,N,,,,,,,
AL,CW,S,TA,B,,,,,,,
TA,CW,S,TR,X,,,,,,,
TA,CW,S,AL,X,,,,,,,
AL,CW,S,TA,X,,,,,,,
AL,CW,B,TR,X,,,,,,,
AL,CW,S,TR,X,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,S,TA,B,,,,,,,
TA,CC,B,TR,X,,,,,,,
AL,CW,S,TA,X,,,,,,,
TA,CW,B,AL,B,,,,,,,
AL,CW,S,TA,X,,,,,,,
TR,CC,S,TA,A,,,,,,,
TA,CC,B,TR,B,,,,,,,
AL,CW,S,TA,B,,,,,,,
TA,CW,B,AL,A,,,,,,,
TR,CC,B,AL,X,,,,,,,
AL,CW,B,YU,N,,,,,,,
TA,CW,B,AL,X,,,,,,,
TR,CW,D,TA,X,,,,,,,
TR,CC,B,TA,B,,,,,,,
TR,CW,D,AL,N,,,,,,,
AL,CW,S,TR,B,,,,,,,
YU,CW,D,AL,N,,,,,,,
YU,CW,B,TA,X,,,,,,,
TA,CC,D,YU,X,,,,,,,
AL,CW,S,TR,X,,,,,,,
TA,CC,B,AL,A,,,,,,,
TR,CC,S,TA,X,,,,,,,
AL,CW,S,TR,A,,,,,,,
TA,CC,B,TR,X,,AL,X,,,,
TA,CC,D,AL,X,,,,,,,
TA,CW,S,AL,X,,,,,,,
AL,CW,S,TA,B,,,,,,,
AL,CC,S,TA,N,,,,,,,
TA,CC,S,TR,X,,,,,,,
AL,CW,S,TA,X,,,,,,,
TR,CW,B,TA,X,,,,,,,
TR,CW,S,TA,B,,,,,,,
TA,CW,S,AL,B,,,,,,,
AL,CW,VD,TR,B,,,,,,,
TR,CC,S,AL,X,,,,,,,
AL,CW,S,TR,X,,,,,,,
TR,CW,S,AL,,,,,,,,
TA,CC,S,AL,X,,,,,,,
TA,CC,S,TR,X,,,,,,,
AL,CC,S,TA,X,,,,,,,
AL,CW,B,TR,B,,,,,,,
TA,CC,D,AL,B,,,,,,,
TA,CC,S,AL,B,,,,,,,
AL,CC,B,TA,A,,,,,,,
AL,CC,S,TA,A,,,,,,,
TA,CC,S,AL,B,,,,,,,
TA,CC,B,T,X,,,,,,,
AL,CW,S,TA,X,,,,,,,
AL,CW,B,TR,X,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,B,TR,B,,,,,,,
TR,CC,B,TA,B,,,,,,,
TR,CC,B,TA,N,,,,,,,
AL,CW,B,TA,X,,,,,,,
AL,CW,S,TA,N,,,,,,,
AL,CW,B,TA,B,,,,,,,
AL,CW,B,TR,N,,,,,,,
TA,CC,B,AL,B,,,,,,,
TR,CW,B,AL,X,,,,,,,
TA,CW,S,AL,X,,,,,,,
TR,CW,S,AL,B,,,,,,,
AL,CW,S,TA,X,,,,,,,
AL,CW,S,TA,B,,,,,,,
TA,CW,B,AL,X,,,,,,,
TA,CW,B,AL,A,,,,,,,
TA,CW,D,AL,X,,,,,,,
YU,CW,VD,AL,X,,TR,N,,,,
TA,CC,S,TR,A,,,,,,,
TR,CW,D,TA,B,,,,,,,
TA,CC,B,TR,X,,,,,,,
AL,CW,S,TR,X,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,S,TA,X,,,,,,,
TA,CC,S,AL,X,,,,,,,
TR,CW,B,AL,B,,,,,,,
AL,CW,S,TR,A,,,,,,,
AL,CW,S,TR,B,,,,,,,
TR,CW,D,AL,A,,,,,,,
AL,CW,B,YU,N,,,,,,,
TA,CW,S,TR,X,,,,,,,
AL,CW,S,TA,X,,,,,,,
TR,CC,B,AL,X,,,,,,,
TR,CC,B,TA,X,,,,,,,
TA,CW,B,TR,X,,,,,,,
AL,CW,S,TA,X,,,,,,,
TR,CW,D,TA,X,,,,,,,
TA,CC,B,AL,N,,,,,,,
TA,CC,S,AL,X,,,,,,,
TA,CW,B,AL,NONE,,,,,,,
AL,CW,S,TA,B,,,,,,,
TR,CC,D,AL,X,,,,,,,
AL,CW,S,TA,X,,,,,,,
TA,CC,B,TR,B,,,,,,,
TR,CC,B,TA,B,,,,,,,
AL,CC,D,TR,X,,,,,,,
AL,CW,B,TR,X,,,,,,,
TR,CW,B,TA,X,,,,,,,
TR,CW,B,TA,B,,,,,,,
AL,CW,B,YU,N,,,,,,,
AL,CW,S,TA,X,,,,,,,
TA,CC,S,TR,X,,,,,,,
TR,CC,B,TA,X,,,,,,,
TR,CW,S,TA,X,,,,,,,
TA,CC,B,AL,X,,,,,,,
TA,CC,B,AL,X,,,,,,,
TR,CC,S,TA,X,,,,,,,
AL,CW,S,TA,X,,,,,,,
TA,CC,D,TR,X,,,,,,,
TR,CW,S,TA,X,,,,,,,
YU,CW,VD,TR,X,,,,,,,
TR,CC,S,TA,X,,,,,,,
TA,CW,S,TR,X,,,,,,,
TR,CW,B,TA,X,,,,,,,
TR,CW,B,TA,X,,,,,,,
AL,CW,S,TALULALH,X,,,,,,,
YU,CW,D,AL,B>N>A,,,,,,,
AL,CW,S,TR,X,L,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,S,TR,B,,,,,,,
TR,CW,B,AL,A,,,,,,,
TR,CW,S,TA,B,,,,,,,
TR,CW,S,TA,X,,,,,,,
TR,CW,S,TA,X,,,,,,,
AL,CW,S,TA,X,,,,,,,
TA,CW,S,YU,N,,,,,,,
AL,CW,S,TR,X,,,,,,,
TA,CC,S,AL,N,,,,,,,
TA,CW,S,YU,A,,,,,,,
TA,CW,S,TR,X,,YU,N,,,,
TA,CW,S,TA,A,,,,,,,
AL,CW,S,TR,B,,,,,,,
TA,CW,S,TR,,,,,,,,
TA,CC,B,TR,X,,,,,,,
TA,CC,B,TR,,,,,,,,
TA,CW,S,TR,X,,,,,,,
TR,CC,VD,AL,A,,,,,,,
TA,CC,D,TR,X,,,,,,,
TA,CC,D,TR,X,,,,,,,
TA,CC,B,TR,A,,,,,,,
TA,CC,B,TR,X,,,,,,,
TR,CW,S,TA,B,,,,,,,
AL,CC,S,TA,X,,,,,,,
TR,CW,B,TA,A,,,,,,,
AL,CC,S,TR,X,,,,,,,
AL,CC,S,TR,X,,,,,,,
TR,CW,S,TA,N,,,,,,,
TA,CW,B,TR,N,,,,,,,
TR,CW,VD,AL,X,,,,,,,
TA,CC,S,AL,X,,,,,,,
TA,CC,S,AL,X,,,,,,,
TR,CW,B,TA,X,,,,,,,
AL,CW,B,TA,X,,,,,,,
TR,CC,S,TA,X,,,,,,,
AL,CW,S,TA,B,,,,,,,
TR,CW,S,TA,B,,,,,,,
TR,CW,S,TA,X,,,,,,,
TA,CC,B,AL,X,,,,,,,
AL,CC,S,TR,X,,,,,,,
AL,CC,S,TA,X,,,,,,,
TR,CC,S,AL,B,,,,,,,
TR,CW,B,AL,X,,,,,,,
AL,CC,B,TR,X,,,,,,,
AL,CC,S,TA,A,,,,,,,
TR,CW,B,TA,X,,,,,,,
TR,CC,S,TA,X,,,,,,,
TA,CC,B,TR,B,,,,,,,
TR,CC,S,AL,B,,,,,,,
AL,CC,S,TR,A,,,,,,,
TA,CW,S,TR,X,,,,,,,
TR,CW,S,TA,X,,,,,,,
TA,CC,B,AL,B,,,,,,,
AL,CC,S,TA,X,,,,,,,
TR,CC,B,TA,N,E,,,,,,
TA,CW,S,AL,N,L,,,,,,
TR,CW,S,AL,X,H,,,,,,
TR,CW,B,TA,A,H,,,,,,
TA,CW,S,TR,B,L,,,,,,
TR,CW,B,TA,A,E,,,,,,
TA,CW,S,AL,X,H,,,,,,
AL,CC,S,TR,X,L,,,,,,
AL,CC,S,TA,A,E,,,,,,
TA,CW,D,AL,X,H,,,,,,
TA,CW,D,AL,X,H,,,,,,
TR,CC,S,AL,B,E,,,,,,
AL,CW,S,TA,,B,,,,,,
TR,CW,B,AL,,B,,,,,,
TA,CC,S,TR,X,L,,,,,,
TR,CW,B,TA,B,E,,,,,,
TA,CW,B,TR,A,E,,,,,,
AL,CW,B,TR,B,L,,,,,,
TR,CW,D,AL,B,H,,,,,,
YU,CW,VD,TR,N,H,,,,,,
TA,CW,B,AL,B,H,,,,,,
TR,CW,B,TA,X,H,,,,,,
AL,CW,D,TA,N,E,,,,,,
TR,CW,S,TA,X,E,,,,,,
AL,CC,B,TA,X,L,,,,,,
TA,CW,D,AL,H,B,,,,,,
AL,CW,B,TR,B,L,,,,,,
TA,CW,S,TA,B,L,TR,B,L,,,
TR,CC,S,AL,X,L,,,,,,
TR,CC,B,TA,X,H,,,,,,
TR,CW,S,TA,X,L,,,,,,
TR,CW,S,TA,B,E,,,,,,
AL,CC,B,TR,X,E,,,,,,
AL,CW,D,TR,X,E,,,,,,
AL,CC,S,TR,X,E,,,,,,
AL,CW,S,TR,B,L,,,,,,
TR,CW,B,TA,B,H,,,,,,
TR,CC,S,TA,B,E,,,,,,
AL,CC,S,TA,A,E,,,,,,
TA,CW,D,AL,X,H,,,,,,
TR,CC,S,TA,A,L,,,,,,
TR,CC,S,AL,X,L,,,,,,
TR,CW,S,AL,B,L,,,,,,
TR,CW,S,AL,B,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
TR,CC,S,TA,X,H,,,,,,
AL,CW,S,TR,X,E,,,,,,
TA,CW,S,AL,B,E,,,,,,
TA,CW,S,AL,N,E,,,,,,
TR,CW,S,TA,A,E,,,,,,
TA,CW,B,TR,A,L,,,,,,
TR,CW,B,TA,B,H,,,,,,
TA,CW,S,TR,A,E,,,,,,
TA,CC,B,TR,N,H,,,,,,
AL,CC,S,TA,X,E,,,,,,
TA,CW,S,AL,X,E,,,,,,
AL,CC,S,TA,X,E,,,,,,
TA,CW,S,AL,B,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
TR,CC,B,TA,B,H,,,,,,
YU,CW,D,TR,X,H,,,,,,
TR,CW,S,TA,X,E,,,,,,
TR,CC,B,TR,A,B,,,,,,
TR,CW,D,AL,X,L,,,,,,
TA,CC,B,TR,X,L,,,,,,
TR,CW,S,AL,B,,,,,,,
TR,CW,S,TA,B,,,,,,,
TR,CW,S,TA,X,L,,,,,,
AL,CC,S,TR,X,L,,,,,,
TA,CC,S,AL,B,E,,,,,,
TR,CC,B,AL,B,H,,,,,,
AL,CC,S,TA,B,E,,,,,,
AL,CC,S,TR,X,E,,,,,,
TR,CW,B,AL,X,E,,,,,,
TA,CW,S,TR,B,E,,,,,,
TR,CC,B,AL,X,H,,,,,,
TA,CW,S,TR,A,E,,,,,,
AL,CW,S,TA,B,E,,,,,,
TA,CW,S,AL,B,E,,,,,,
TA,CW,S,TA,A,B,,,,,,
AL,CW,S,TR,X,E,,,,,,
TA,CW,S,TR,X,L,,,,,,
TR,CW,D,AL,X,L,,,,,,
TA,CC,D,TR,,E,,,,,,
TA,CC,B,AL,,H,,,,,,
TR,CW,VD,AL,X,L,,,,,,
TA,CC,B,TR,X,L,,,,,,
TA,CC,S,TR,X,L,,,,,,
TR,CW,B,AL,X,H,,,,,,
TA,CW,S,TR,B,E,,,,,,
AL,CC,B,TA,X,E,,,,,,
AL,CC,S,TA,X,E,,,,,,
TR,CW,B,AL,A,,,,,,,
TR,CW,B,TA,B,,,,,,,
TR,CW,B,AL,B,H,,,,,,
TR,CW,B,AL,B,H,,,,,,
AL,CW,S,TR,A,L,,,,,,
TR,CW,B,YU,N,L,,,,,,
TA,CW,B,TR,X,L,,,,,,
TR,CC,S,TA,X,L,,,,,,
TR,CW,S,AL,X,H,,,,,,
TR,CW,S,AL,X,H,,,,,,
YU,CW,VD,TA,X,H,,,,,,
TR,CC,B,AL,N,H,,,,,,
TR,CC,S,AL,B,E,,,,,,
TA,CC,S,AL,A,E,,,,,,
TA,CC,S,AL,N,E,,,,,,
TA,CC,S,TR,B,L,,,,,,
TR,CC,S,YU,X,E,,,,,,
TR,CC,B,TA,X,E,,,,,,
TA,CW,S,TR,B,E,,,,,,
TR,CW,S,AL,N,E,,,,,,
AL,CW,S,TR,X,H,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CW,S,TR,X,E,,,,,,
TA,CW,D,AL,X,E,,,,,,
TR,CW,D,AL,X,H,,,,,,
AL,CC,S,TA,X,E,,,,,,
TA,CC,S,TR,N,E,,,,,,
TR,CC,B,TA,X,H,,,,,,
AL,CC,S,TA,B,E,,,,,,
TA,CC,S,TR,B,E,,,,,,
TR,CC,B,AL,N,E,,,,,,
TR,CW,B,TA,B,L,,,,,,
AL,CC,S,TA,X,L,,,,,,
AL,CC,S,TA,N,E,,,,,,
AL,CC,S,TA,B,E,,,,,,
TA,CW,S,TR,X,E,,,,,,
TA,CW,B,AL,X,H,,,,,,
TR,CW,B,AL,X,H,,,,,,
TA,CC,B,AL,E,B,,,,,,
AL,CC,S,TR,X,L,,,,,,
TR,CW,VD,AL,X,L,,,,,,
AL,CW,S,TA,X,E,,,,,,
TR,CW,D,TA,N,L,,,,,,
TR,CC,S,TA,E,N,,,,,,
TR,CW,D,TA,E,N,,,,,,
AL,CW,S,TR,A,L,,,,,,
TR,CW,B,AL,B,H,,,,,,
TR,CW,B,AL,A,H,,,,,,
AL,CW,S,TR,B,L,,,,,,
TA,CW,D,AL,A,E,,,,,,
AL,CW,D,TA,B,E,,,,,,
AL,CW,B,TR,X,E,,,,,,
AL,CW,B,TA,A,L,,,,,,
TR,CW,D,AL,X,L,,,,,,
TA,CW,S,TR,X,L,,,,,,
AL,CW,S,TR,L,B,,,,,,
AL,CW,S,TA,E,B,,,,,,
AL,CW,S,TA,E,B,,,,,,
TR,CW,B,TA,H,B,,,,,,
AL,CW,B,TA,N,E>H,,,,,,
TR,CW,B,TA,A,E,,,,,,
TR,CW,D,TA,B,E,,,,,,
AL,CW,D,TA,N,E,,,,,,
TA,CW,B,AL,B,E,,,,,,
TR,CW,D,AL,B,H,,,,,,
TA,CW,D,TR,B,,,,,,,
YU,CW,B,TR,B,,,,,,,
AL,CW,VD,TR,B,,,,,,,
YU,CW,D,TA,,,,,,,,
TR,CW,D,AL,B,H,,,,,,
TA,CW,B,YU,B,E,,,,,,
AL,CW,S,TA,N,E,,,,,,
AL,CW,S,TA,B,L,,,,,,
TR,CW,D,AL,L,H,,,,,,
AL,CW,B,TR,B,L,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CC,S,TR,B,,,,,,,
TA,CW,S,TR,B,L,,,,,,
TR,CW,B,TA,B,D,,,,,,
TA,CW,B,TR,B,E,,,,,,
TA,CW,S,TR,B,,,,,,,
TA,CW,S,TR,B,,,,,,,
AL,CW,S,TA,B,,,,,,,
TA,CW,B,TR,B,L,,,,,,
TR,CC,B,AL,A,E,,,,,,
TR,CW,VD,AL,E,,,,,,,
AL,CW,B,TR,N,E,,,,,,
TA,CW,B,AL,B,H,,,,,,
AL,CW,B,TR,A,L,,,,,,
TA,CC,D,TR,X,H,,,,,,
AL,CW,S,TR,A,E,,,,,,
AL,CW,S,TR,A,E,,,,,,
AL,CW,B,TA,X,L,,,,,,
TR,CW,B,TA,X,L,,,,,,
AL,CW,B,TA,X,L,,,,,,
TA,CW,S,AL,X,E,,,,,,
AL,CC,B,TA,X,L,,,,,,
TR,CC,D,TA,X,H,,,,,,
TR,CW,B,AL,B,,,,,,,
TA,CW,B,AL,B,,,,,,,
TA,CW,D,X,E,,,,,,,
TR,CW,B,TA,B,,,,,,,
TR,CW,D,TA,B,,,,,,,
AL,CW,B,TR,B,,,,,,,
TA,CW,B,TR,A,,,,,,,
AL,CW,S,TA,A,,,,,,,
AL,CW,B,TR,B,E,,,,,,
TR,CW,B,AL,A,E,,,,,,
TR,CC,D,AL,H,X,,,,,,
AL,CW,B,TA,E,X,,,,,,
TA,CW,B,TR,B,E,,,,,,
TR,CW,B,TA,A,E,,,,,,
AL,CW,S,YU,A,E,,,,,,
TR,CW,B,AL,B,E,,,,,,
TR,CW,S,TA,X,E,,,,,,
AL,CW,S,TA,X,E,,,,,,
AL,CW,B,TA,B,H,,,,,,
TA,CW,S,AL,A,H,,,,,,
AL,CC,S,TR,X,B,,,,,,
TR,CW,D,AL,X,A,,,,,,
TA,CW,D,AL,B,H,,,,,,
TR,CW,VD,YU,N,E,,,,,,
TR,CC,VD,TA,A,H,,,,,,
TA,CC,D,TR,X,H,,,,,,
AL,CW,B,AL,X,,,,,,,
AL,CC,VD,TA,,H,TR,,B,,,
AL,CW,S,TR,X,E,,,,,,
AL,CW,S,TR,X,L,,,,,,
TR,CW,S,AL,B,E,,,,,,
AL,CW,S,TA,B,E,,,,,,
TR,CW,S,TA,X,L,,,,,,
AL,CW,D,TR,X,H,,,,,,
AL,CW,S,,X,E,,,,,,
TA,CW,d,TA,X,H,,,,,,
AL,cw,VD,TR,B,L,,,,,,
AL,CW,S,TA,B,L,,,,,,
TA,CC,VD,AL,B,H,,,,,,
AL,CW,B,T,AX,,,,,,,
TA,CW,B,TR,B,,,,,,,
AL,CW,B,TR,B,D,,,,,,
TA,CW,D,AL,A,H,,,,,,
TA,CW,VD,AL,A,H,,,,,,
AL,CW,D,TA,B,L,,,,,,
AL,CW,S,TA,N,L,,,,,,
TA,CW,VD,AL,A,H,,,,,,
AL,CW,B,TA,B,L,,,,,,
AL,CW,S,AL,,L,,,,,,
AL,CW,D,TA,B,E,,,,,,
TA,CW,S,AL,A,E,,,,,,
TR,CW,VD,,,,YU,E,S,,,
AL,CW,B,TR,,L,,,,,,
TR,CC,D,TA,B,L,,,,,,
TR,CC,D,TA,B,L,,,,,,
TA,CW,B,AL,N,L,,,,,,
TA,CW,B,AL,X,L,,,,,,
AL,CW,B,TR,X,L,,,,,,
AL,CW,D,TA,,L>E,,,,,,
TR,CC,D,TA,X,H,,,,,,
TA,CW,B,TR,X,L,,,,,,
TR,CW,B,TA,A,E,,,,,,
TA,CW,S,TR,B,E,,,,,,
AL,CW,S,TA,B,L,,,,,,
TA,CW,B,AL,A,H,,,,,,
TA,CC,D,TR,B,L,,,,,,
TR,CC,D,TA,A,,,,,,,
AL,CW,B,TA,X,L,TR,B,E,,,
TR,CW,B,TA,X,E,,,,,,
TA,CC,B,TR,X,H,,,,,,
TR,CW,S,TA,B,E,,,,,,
TR,CW,B,TA,X,H,,,,,,
TR,CW,S,,X,E,,B,E,,,
TA,CW,S,TR,X,H,YU,N,E,,,
AL,CW,B,TR,B,E,,,,,,
TA,CW,B,TR,B,E,,,,,,
AL,CW,S,TR,B,L,,,,,,
AL,CW,S,TA,X,L,TR,B,E,,,
AL,CC,B,TR,X,H,,,,,,
TR,CW,S,AL,,,,,,,,
TR,CW,S,AL,,,,,,,,
TA,CW,S,AL,,,,,,,,
AL,CW,S,TA,B,E,,,,,,
TA,CW,S,YU,A,L,,,,,,
TR,CW,B,AL,B,H,,,,,,
TR,CC,VD,AL,N,,,,,,,
AL,CW,B,TA ,,E,,,,,,
TR,CW,B,,A,E,,,,,,
AL,CW,B,TA,,,,,,,,
TA,CW,B,AL,X,E,,,,,,
TA,CW,B,,A,E,TR,B,E,,,
TR,CW,B,TA,B,E,,,,,,
TR,CW,D,AL,X,H,,,,,,
TA,CW,B,AL,X,E,,,,,,
TR,CW,B,AL,X,H,,,,,,
TR,CW,D,AL,X,H,,,,,,
TR,CW,VD,TA,A,H,,,,,,
TA,CC,B,AL,N,E,,,,,,
TA,CW,B,TR,,,,,,,,
TR,CW,D,TA,A,H,,,,,,
TA,CW,D,AL,B,H,,,,,,
AL,CW,S,TA,A,L,,,,,,
TR,CW,D,AL,A,H,,,,,,
AL,CW,S,TR,B,L,,,,,,
AL,CW,S,TR,B,L,,,,,,
TR,CW,D,AL,B,H,,,,,,
AL,CW,S,TR,A,L,,,,,,
TA,CW,B,AL,A,H,,,,,,
TA,CW,B,AL,B,H,,,,,,
AL,CW,S,TA,A,L,,,,,,
TA,CW,B,TR,A,L,,,,,,
AL,CW,S,TR,B,L,,,,,,
TR,CW,VD,AL,A,H,,,,,,
TR,CW,VD,AL,B,H,,,,,,
AL,CW,S,TR,A,L,,,,,,
TR,CC,VD,TA,,H,,,,,,
TA,CW,S,TR,,L,,,,,,
TR,CC,B,TA,B,E,,,,,,
TA,CC,S,TR,B,E,,,,,,
TR,CC,B,AL,X,H,,,,,,
TA,CW,S,TR,,L,,,,,,
TA,CW,S,TR,B,E,,,,,,
TR,CW,B,AL,X,H,,,,,,
TR,CW,S,AL,B,E,,,,,,
TR,CC,S,AL,X,H,YU,X,L,,,
YU,CW,B,TR,B,E,,,,,,
AL,CW,S,YU,B,L,,,,,,
TR,CW,S,TA,B,L,,,,,,
AL,CW,S,TA,X,L,,,,,,
TR,CW,B,TA,B,E,,,,,,
TA,CC,D,YU,X,L,,,,,,
TA,CW,B,TR,X,E,,,,,,
TA,CC,B,YU,X,E,,,,,,
TA,CC,S,YU,X,E,,,,,,
TA,CC,S,AL,,L,,,,,,
YU,CW,B,AL,B,E,,,,,,
TR,CW,D,TA,N,H,,,,,,
AL,CW,S,YU,A,L,,,,,,
TA,CW,B,TR,X,L,,,,,,
TA,CC,B,YU,X,E,,,,,,
TR,CC,B,AL,B,H,,,,,,
TR,CW,S,TA,B,E,,,,,,
AL,CW,S,TR,X,L,,,,,,
AL,CC,S,TR,X,L,,,,,,
YU,CW,S,TA,X,E,,,,,,
TR,CC,B,AL,,L,,,,,,
TA,CC,S,YU,X,L,TR,X,L,,,
TA,CW,S,YU,B,L,,,,,,
TR,CC,S,YU,X,L,,,,,,
TR,CC,S,YU,X,L,,,,,,
TR,CC,S,YU,X,L,,,,,,
AL,CW,S,TR,X,L,,,,,,
AL,CW,S,TA,X,L,,,,,,
AL,CW,S,TR,B,E,,,,,,
AL,CW,S,TR,B,L,,,,,,
AL,CW,S,TA,,,TR,,,,,
TR,CW,S,AL,B,E,,,,,,
TR,CW,D,TA,B,H,,,,,,
AL,CC,S,TA,B,E,,,,,,
TA,CW,D,AL,B,,,,,,,
TA,CC,B,TR,N,E,,,,,,
AL,CC,D,TR,,,,,,,,
AL,CW,B,TA,X,E,,,,,,
TR,CW,D,TA,B,E,,,,,,
TA,CW,B,TR,X,E,,,,,,
AL,CC,D,TA,N,E,,,,,,
TR,CW,S,TA,B,H,,,,,,
TA,CC,S,TR,X,H,,,,,,
TR,CW,S,TA,X,L,,,,,,
AL,CW,S,TA,X,L,,,,,,
AL,CC,B,TR,X,L,,,,,,
AL,CC,S,TA,B,L,,,,,,
TR,CC,B,TA,X,H,,,,,,
TA,CW,S,TR,X,L,,,,,,
TR,CC,B,TA,X,E,,,,,,
TA,CW,S,TR,X,E,,,,,,
TA,CC,D,TR,,,,,,,,
TR,CW,B,TA,X,L,,,,,,
TA,CW,S,AL,B,L,,,,,,
TA,CW,B,TR,B,L,,,,,,
TR,CW,,AL,B,H,,,,,,
AL,CW,B,TA,X,,,,,,,
TR,CW,D,AL,X,,,,,,,
TR,CW,B,TA,,,,,,,,
TR,CC,B,AL,,,,,,,,
TR,CW,B,TA,,,,,,,,
AL,CW,S,TR,,,,,,,,
TR,CC,S,AL,E,,,,,,,
AL,CW,S,TR,X,,,,,,,
TA,CW,B,TR,E,,,,,,,
TR,CW,B,AL,X,H,,,,,,
AL,CW,S,TA,,E,,,,,,
AL,CW,S,TA,,E,,,,,,
TA,CW,S,AL,B,E,,,,,,
TA,CW,B,AL,B,E,,,,,,
AL,CW,S,TR,A,H,,,,,,
AL,CW,B,TR,,H,,,,,,
AL,CC,S,TA,B,L,,,,,,
TA,CC,B,AL,A,H,,,,,,
TA,CW,S,TR,X,,,,,,,
TR,CC,B,TA,X,,,,,,,
TA,CC,B,TR,X,L,,,,,,
TR,CC,B,AL,X,,,,,,,
AL,CW,B,TR,X,,,,,,,
TR,CC,B,AL,X,,,,,,,
AL,CW,S,TR,X,,,,,,,
AL,CC,S,TR,X,L,TA,X,L,,,
TA,CW,B,AL,X,,,,,,,
TA,CC,B,AL,X,H,,,,,,
AL,CW,S,TA,X,H,,,,,,
AL,CW,S,TR,B,L,,,,,,
TR,CC,B,AL,B,L,,,,,,
TR,CC,S,TA,X,H,,,,,,
AL,CC,S,TA,B,L,,,,,,
TA,CC,S,AL,B,L,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CC,S,AL,B,H,,,,,,
AL,CC,S,TR,X,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
AL,CW,B,TA,X,H,,,,,,
AL,CW,B,TA,X,H,TR,X,E,,,
TR,CW,S,TA,X,E,,,,,,
AL,CW,S,TA,B,E,,,,,,
TA,CW,S,TR,X,E,,,,,,
AL,CW,D,TR,X,H,,,,,,
TA,CW,S,TR,X,H,,,,,,
TA,CW,S,TR,B,E,,,,,,
TR,CW,B,TA,N,E,,,,,,
TR,CW,D,AL,B,H,TA,B,E,,,
TA,CW,S,TR,X,E,,,,,,
TR,CC,S,TA,X,L,,,,,,
TR,CW,B,TA,,L,,,,,,
TR,CW,D,TA,,H,,,,,,
TR,CW,B,TA,B,E,,,,,,
TA,CW,B,TR,B,E,,,,,,
AL,CW,B,TA,,L,,,,,,
TR,CW,D,AL,B,H,TA,,L,,,
TR,CW,D,AL,B,E,,,,,,
TR,CW,B,AL,B,E,,,,,,
AL,CW,B,TR,B,L,,,,,,
TA,CC,B,TR,B,L,,,,,,
AL,CC,S,TR,B,,,,,,,
AL,CW,S,TA,,L,,,,,,
TR,CW,B,AL,B,H,,,,,,
TR,CW,B,TA,X,E,,,,,,
AL,CC,S,TA,X,L,,,,,,
AL,CC,S,TA,B,L,,,,,,
TA,CC,S,AL,B,H,,,,,,
AL,CC,S,TA,B,L,,,,,,
AL,CW,S,TR,B,L,,,,,,
TR,CW,B,AL,A,H,TA,B,E,,,
TA,CW,B,TR,A,E,,,,,,
AL,CW,S,TA,A,L,,,,,,
TR,CW,B,TA,B,E,,,,,,
AL,CW,B,TR,A,E,,,,,,
TA,CW,B,AL,B,E,,,,,,
AL,CW,S,TR,X,L,,,,,,
TA,CC,VD,AL,A,H,,,,,,
